,time,consumption,temperature,hour,day_of_week,load_t-24h,temperature_t-24h,load_t-25h,temperature_t-25h,load_t-26h,temperature_t-26h,load_t-48h,temperature_t-48h,load_t-49h,temperature_t-49h,load_t-50h,temperature_t-50h,load_t-72h,temperature_t-72h,original_location,location_bergen,location_helsingfors,location_oslo,location_stavanger,location_tromsø,location_trondheim
1155,2022-04-17 12:00:00,0.8418130000000001,14.800000190734863,12,6,1.004699,8.899999618530273,0.987355,9.199999809265137,1.035897,9.399999618530272,1.098067,12.399999618530272,1.121834,12.699999809265137,1.144222,12.399999618530272,1.122033,13.100000381469728,bergen,1,0,0,0,0,0
1160,2022-04-17 13:00:00,0.8528900000000001,15.199999809265137,13,6,1.00519,9.0,1.004699,8.899999618530273,0.987355,9.199999809265137,1.121641,12.0,1.098067,12.399999618530272,1.121834,12.699999809265137,1.121994,11.699999809265137,bergen,1,0,0,0,0,0
1165,2022-04-17 14:00:00,0.879127,15.199999809265137,14,6,1.056749,9.300000190734863,1.00519,9.0,1.004699,8.899999618530273,1.113527,11.5,1.121641,12.0,1.098067,12.399999618530272,1.142983,11.5,bergen,1,0,0,0,0,0
1170,2022-04-17 15:00:00,0.8579589999999999,14.399999618530272,15,6,1.069358,9.699999809265137,1.056749,9.300000190734863,1.00519,9.0,1.12973,11.800000190734863,1.113527,11.5,1.121641,12.0,1.184511,11.600000381469728,bergen,1,0,0,0,0,0
1175,2022-04-17 16:00:00,0.914908,12.800000190734863,16,6,1.068021,9.300000190734863,1.069358,9.699999809265137,1.056749,9.300000190734863,1.103335,11.300000190734863,1.12973,11.800000190734863,1.113527,11.5,1.1741929999999998,11.800000190734863,bergen,1,0,0,0,0,0
1180,2022-04-17 17:00:00,0.923275,11.399999618530272,17,6,1.074717,8.699999809265137,1.068021,9.300000190734863,1.069358,9.699999809265137,1.102513,10.5,1.103335,11.300000190734863,1.12973,11.800000190734863,1.170724,10.899999618530272,bergen,1,0,0,0,0,0
1185,2022-04-17 18:00:00,0.93857,9.5,18,6,1.11279,7.699999809265137,1.074717,8.699999809265137,1.068021,9.300000190734863,1.161933,9.399999618530272,1.102513,10.5,1.103335,11.300000190734863,1.1787,9.600000381469728,bergen,1,0,0,0,0,0
1190,2022-04-17 19:00:00,0.950008,8.899999618530273,19,6,1.1349699999999998,6.5,1.11279,7.699999809265137,1.074717,8.699999809265137,1.180941,7.599999904632568,1.161933,9.399999618530272,1.102513,10.5,1.1739559999999998,8.899999618530273,bergen,1,0,0,0,0,0
1195,2022-04-17 20:00:00,0.883607,7.300000190734863,20,6,1.124888,5.599999904632568,1.1349699999999998,6.5,1.11279,7.699999809265137,1.112497,6.199999809265137,1.180941,7.599999904632568,1.161933,9.399999618530272,1.163063,7.699999809265137,bergen,1,0,0,0,0,0
1200,2022-04-17 21:00:00,0.8407950000000001,5.699999809265137,21,6,1.106763,5.199999809265137,1.124888,5.599999904632568,1.1349699999999998,6.5,1.061153,5.0,1.112497,6.199999809265137,1.180941,7.599999904632568,1.107026,7.300000190734863,bergen,1,0,0,0,0,0
1205,2022-04-17 22:00:00,0.810918,5.199999809265137,22,6,1.040775,5.0,1.106763,5.199999809265137,1.124888,5.599999904632568,0.991066,3.5,1.061153,5.0,1.112497,6.199999809265137,1.071995,6.300000190734863,bergen,1,0,0,0,0,0
1210,2022-04-17 23:00:00,0.796833,5.0,23,6,0.968407,4.5,1.040775,5.0,1.106763,5.199999809265137,0.956142,2.5,0.991066,3.5,1.061153,5.0,1.016599,6.0,bergen,1,0,0,0,0,0
1270,2022-04-18 11:00:00,0.8146929999999999,17.0,11,0,0.94144,14.199999809265137,1.00851,13.300000190734863,1.0534979999999998,12.100000381469728,0.987355,9.199999809265137,1.035897,9.399999618530272,1.046296,9.0,1.121834,12.699999809265137,bergen,1,0,0,0,0,0
